============================================================
KEY 0x0000000267774671
  hit=7ff619c7f008 pointer_at=7ff619c7f000 target=7ff618aac0c0 function=FUN_7ff618aac0c0@7ff618aac0c0
  FUN_7ff6183c1c90(&uStackX_10,*puVar5);
  *(undefined8 *)(param_1 + 0x5c) = uStackX_10;
  return 1;
}


============================================================
FUNCTION FUN_7ff618608000@7ff618608000 size=148

undefined8 FUN_7ff618608000(longlong param_1,undefined4 *param_2,undefined4 *param_3)

{
  longlong lVar1;
  undefined8 uVar2;
  undefined4 *puVar3;
  undefined1 auStackX_8 [8];
  undefined4 auStack_18 [2];
  undefined8 uStack_10;
  
  auStack_18[0] = *param_2;
  uStack_10 = *(undefined8 *)(param_2 + 2);
  lVar1 = FUN_7ff618516350(auStack_18,*(undefined4 *)PTR_DAT_7ff61a0166f0);
  *(undefined4 *)(param_1 + 0x30) = 0xffffffff;
  if (lVar1 != 0) {
    *(undefined4 *)(param_1 + 0x30) = *(undefined4 *)(lVar1 + 0x10);
    return 1;
  }
  auStack_18[0] = *param_3;
  uStack_10 = *(undefined8 *)(param_3 + 2);
  uVar2 = FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a011020);
  puVar3 = (undefined4 *)FUN_7ff61851dfa0(uVar2,auStackX_8);
  *(undefined4 *)(param_1 + 0x30) = *puVar3;
  return 1;
}


============================================================
FUNCTION FUN_7ff618ac8c30@7ff618ac8c30 size=177

undefined8 FUN_7ff618ac8c30(longlong param_1,undefined4 *param_2)

{
  longlong lVar1;
  ulonglong uVar2;
  uint uVar3;
  ulonglong uVar4;
  longlong lVar5;
  undefined4 auStack_18 [2];
  undefined8 uStack_10;
  
  auStack_18[0] = *param_2;
  uStack_10 = *(undefined8 *)(param_2 + 2);
  lVar1 = FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a0135f8);
  uVar3 = *(uint *)(lVar1 + 0x10);
  *(uint *)(param_1 + 0x30) = uVar3;
  uVar2 = 0;
  lVar1 = (((ulonglong)(uint)((int)uVar3 >> 0xd) | 0xffc0000) >> 0x12 &
          (ulonglong)((int)uVar3 >> 0xd & 0xffff)) * 0x40 + *DAT_7ff61a4a9c70;
  lVar5 = (ulonglong)((uVar3 & 0x1fff) * *(int *)(lVar1 + 0x30)) + *(longlong *)(lVar1 + 8);
  lVar5 = lVar5 - ((longlong)*(int *)(lVar1 + 0x34) & *(ulonglong *)(lVar5 + 8));
  uVar4 = uVar2;
  if (*(longlong *)(lVar5 + 8) != 0) {
    do {
      FUN_7ff6185e07c0(*(undefined4 *)(*(longlong *)(lVar5 + 0x10) + lVar5 + 0x28 + uVar2 * 0x10));
      uVar3 = (int)uVar4 + 1;
      uVar2 = (ulonglong)(int)uVar3;
      uVar4 = (ulonglong)uVar3;
    } while (uVar2 != *(ulonglong *)(lVar5 + 8));
  }
  return 1;
}


============================================================
FUNCTION FUN_7ff618ae04a0@7ff618ae04a0 size=87

undefined8 FUN_7ff618ae04a0(longlong param_1,undefined4 *param_2)

{
  undefined4 uVar1;
  int iVar2;
  longlong lVar3;
  undefined4 auStack_18 [2];
  undefined8 uStack_10;
  
  auStack_18[0] = *param_2;
  uStack_10 = *(undefined8 *)(param_2 + 2);
  lVar3 = FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a013aa0);
  uVar1 = *(undefined4 *)(lVar3 + 0x10);
  *(undefined4 *)(param_1 + 0x30) = uVar1;
  lVar3 = FUN_7ff618adfca0();
  iVar2 = *(int *)(lVar3 + 4);
  *(int *)(lVar3 + 4) = iVar2 + 1;
  *(undefined4 *)(lVar3 + 8 + (longlong)iVar2 * 4) = uVar1;
  return 1;
}


============================================================
FUNCTION FUN_7ff618ae76c0@7ff618ae76c0 size=36

undefined1 FUN_7ff618ae76c0(longlong param_1)

{
  FUN_7ff618552950(param_1 + 0x180);
  *(undefined1 *)(param_1 + 0x18a) = 0;
  return 1;
}


============================================================
FUNCTION FUN_7ff618549630@7ff618549630 size=280

ulonglong FUN_7ff618549630(uint *param_1,undefined8 param_2,undefined4 *param_3)

{
  uint uVar1;
  longlong lVar2;
  ulonglong uVar3;
  longlong lVar4;
  uint *puVar5;
  longlong lVar6;
  undefined1 auStackX_8 [8];
  undefined4 auStack_18 [2];
  undefined8 uStack_10;
  
  auStack_18[0] = *param_3;
  uStack_10 = *(undefined8 *)(param_3 + 2);
  lVar2 = FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a011020);
  uVar3 = FUN_7ff618552950(param_1 + 0xd);
  if (param_1[0xb] != 0xffffffff) {
    uVar3 = FUN_7ff618469030(param_1[9]);
  }
  param_1[0xc] = 0xffffffff;
  if ((*(byte *)(lVar2 + 0x68) & 1) == 0) {
    if (0 < DAT_7ff61a7a6450) {
      return uVar3 & 0xffffffffffffff00;
    }
    uVar1 = (int)*param_1 >> 0xd;
    lVar6 = (((ulonglong)uVar1 | 0xffc0000) >> 0x12 & (ulonglong)(uVar1 & 0xffff)) * 0x40 +
            *DAT_7ff61a4a9c70;
    lVar4 = (ulonglong)((*param_1 & 0x1fff) * *(int *)(lVar6 + 0x30)) + *(longlong *)(lVar6 + 8);
    puVar5 = (uint *)FUN_7ff6184684c0(auStackX_8,param_1[9],
                                      *(longlong *)(param_1 + 2) + 0x100 +
                                      (lVar4 - ((longlong)*(int *)(lVar6 + 0x34) &
                                               *(ulonglong *)(lVar4 + 8))),lVar2 + 0x50);
    uVar1 = *puVar5;
    param_1[0xc] = uVar1;
    return (ulonglong)(uVar1 != 0xffffffff);
  }
  return 1;
}


============================================================
FUNCTION FUN_7ff618a942e0@7ff618a942e0 size=155

bool FUN_7ff618a942e0(longlong param_1,undefined4 *param_2)

{
  int iVar1;
  int iVar2;
  longlong lVar3;
  int *piVar4;
  int iVar5;
  undefined4 auStack_18 [2];
  undefined8 uStack_10;
  
  auStack_18[0] = *param_2;
  uStack_10 = *(undefined8 *)(param_2 + 2);
  lVar3 = FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a010680);
  iVar1 = *(int *)(lVar3 + 0x10);
  if (iVar1 != -1) {
    *(int *)(param_1 + 0x30) = iVar1;
    piVar4 = (int *)FUN_7ff618a93c50();
    iVar2 = *piVar4;
    if (iVar2 != 4) {
      iVar5 = 0;
      if (0 < iVar2) {
        do {
          if (iVar1 == piVar4[(longlong)iVar5 + 1]) {
            return iVar1 != -1;
          }
          iVar5 = iVar5 + 1;
        } while (iVar5 < iVar2);
      }
      *piVar4 = iVar2 + 1;
      piVar4[(longlong)iVar2 + 1] = iVar1;
      FUN_7ff618a96580(piVar4);
    }
  }
  return iVar1 != -1;
}


============================================================
FUNCTION FUN_7ff618ab2260@7ff618ab2260 size=175

bool FUN_7ff618ab2260(longlong param_1,undefined4 *param_2)

{
  uint uVar1;
  int iVar2;
  undefined2 uVar3;
  longlong lVar4;
  longlong lVar5;
  undefined4 auStack_18 [2];
  undefined8 uStack_10;
  
  auStack_18[0] = *param_2;
  uStack_10 = *(undefined8 *)(param_2 + 2);
  lVar4 = FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a016d78);
  uVar1 = *(uint *)(lVar4 + 0x10);
  *(uint *)(param_1 + 0x80) = uVar1;
  *(undefined4 *)(param_1 + 0x78) = *(undefined4 *)(lVar4 + 0x14);
  lVar5 = (((ulonglong)(uint)((int)uVar1 >> 0xd) | 0xffc0000) >> 0x12 &
          (ulonglong)((int)uVar1 >> 0xd & 0xffff)) * 0x40 + *DAT_7ff61a4a9c70;
  lVar4 = (ulonglong)((uVar1 & 0x1fff) * *(int *)(lVar5 + 0x30)) + *(longlong *)(lVar5 + 8);
  iVar2 = *(int *)((lVar4 - ((longlong)*(int *)(lVar5 + 0x34) & *(ulonglong *)(lVar4 + 8))) + 0x10);
  if (iVar2 != 0) {
    uVar3 = FUN_7ff6184cf5a0(*(undefined4 *)(param_1 + 0x24),0,6);
    *(undefined2 *)(param_1 + 0x7c) = uVar3;
  }
  return iVar2 != 0;
}


============================================================
FUNCTION FUN_7ff618b29c50@7ff618b29c50 size=13

undefined1 FUN_7ff618b29c50(longlong param_1)

{
  *(undefined4 *)(param_1 + 0x180) = 0;
  return 1;
}


============================================================
FUNCTION FUN_7ff618539190@7ff618539190 size=60

undefined8 FUN_7ff618539190(longlong param_1)

{
  int iVar1;
  int iVar2;
  int *piVar3;
  
  piVar3 = (int *)(param_1 + 0x180);
  FUN_7ff618538d90(piVar3);
  iVar1 = 0;
  do {
    *piVar3 = iVar1;
    iVar2 = iVar1 + 1;
    iVar1 = iVar1 + 2;
    piVar3[1] = iVar2;
    piVar3 = piVar3 + 2;
  } while (iVar1 < 0x20);
  return CONCAT71((uint7)(uint3)((uint)iVar1 >> 8),1);
}


============================================================
FUNCTION FUN_7ff618b29c60@7ff618b29c60 size=92

undefined8 FUN_7ff618b29c60(longlong param_1)

{
  FUN_7ff618552950(param_1 + 0x180);
  *(undefined4 *)(param_1 + 400) = 0;
  *(undefined4 *)(param_1 + 0x188) = 0xbf800000;
  *(undefined4 *)(param_1 + 0x18c) = 0xbf800000;
  *(undefined4 *)(param_1 + 0x19c) = 0;
  *(undefined4 *)(param_1 + 0x194) = 0xbf800000;
  *(undefined4 *)(param_1 + 0x198) = 0xbf800000;
  return 1;
}


============================================================
FUNCTION FUN_7ff618ae77b0@7ff618ae77b0 size=72

undefined8 FUN_7ff618ae77b0(longlong param_1)

{
  FUN_7ff618552950(param_1 + 0x180);
  *(undefined4 *)(param_1 + 0x188) = 0;
  *(undefined4 *)(param_1 + 0x194) = 0;
  *(undefined4 *)(param_1 + 0x18c) = 0xbf800000;
  *(undefined4 *)(param_1 + 400) = 0xbf800000;
  return 1;
}


============================================================
FUNCTION FUN_7ff6185391d0@7ff6185391d0 size=33

undefined1 FUN_7ff6185391d0(longlong param_1)

{
  FUN_7ff618552950(param_1 + 0x180);
  *(undefined1 *)(param_1 + 0x188) = 0xff;
  return 1;
}


============================================================
FUNCTION FUN_7ff618b29cf0@7ff618b29cf0 size=57

undefined1 FUN_7ff618b29cf0(longlong param_1)

{
  FUN_7ff618552950(param_1 + 0x180);
  FUN_7ff618552950(param_1 + 0x188);
  *(undefined1 *)(param_1 + 400) = 0;
  return 1;
}


============================================================
FUNCTION FUN_7ff6185ef0d0@7ff6185ef0d0 size=248

/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */

bool FUN_7ff6185ef0d0(longlong param_1,undefined8 param_2,undefined4 *param_3)

{
  uint uVar1;
  uint uVar2;
  uint uVar3;
  uint uVar4;
  uint uVar5;
  uint uVar6;
  uint uVar7;
  uint uVar8;
  undefined8 uVar9;
  undefined8 uVar10;
  longlong lVar11;
  uint uVar12;
  uint uVar13;
  uint uVar14;
  uint uVar15;
  undefined4 auStack_28 [2];
  undefined8 uStack_20;
  
  auStack_28[0] = *param_3;
  uStack_20 = *(undefined8 *)(param_3 + 2);
  lVar11 = FUN_7ff618516340(auStack_28,*(undefined4 *)PTR_DAT_7ff61a011020);
  *(byte *)(param_1 + 0xf0) = *(byte *)(param_1 + 0xf0) | 4;
  uVar10 = _DAT_7ff619c3e9f8;
  uVar9 = _DAT_7ff619c3e9f0;
  *(undefined4 *)(param_1 + 0xa0) = 0xffffffff;
  uVar15 = uRam00007ff61a6eabe4;
  uVar14 = _DAT_7ff61a6eabe0;
  uVar1 = ~_DAT_7ff619c0e430;
  uVar3 = ~uRam00007ff619c0e434;
  uVar5 = ~uRam00007ff619c0e438;
  uVar7 = ~uRam00007ff619c0e43c;
  uVar2 = ~_DAT_7ff61a6eabe0;
  uVar4 = ~uRam00007ff61a6eabe4;
  uVar6 = ~uRam00007ff61a6eabe8;
  uVar8 = ~uRam00007ff61a6eabec;
  uVar12 = uRam00007ff61a6eabe8 & 0x3f800000;
  uVar13 = uRam00007ff61a6eabec & 0x3f800000;
  *(undefined8 *)(param_1 + 0xb0) = uVar9;
  *(undefined8 *)(param_1 + 0xb8) = uVar10;
  *(uint *)(param_1 + 0xc0) = uVar2 & uVar1 & 0x3f800000 | uVar14 & 0x3f800000;
  *(uint *)(param_1 + 0xc4) = uVar4 & uVar3 & 0x3f800000 | uVar15 & 0x3f800000;
  *(uint *)(param_1 + 200) = uVar6 & uVar5 & 0x3f800000 | uVar12;
  *(uint *)(param_1 + 0xcc) = uVar8 & uVar7 & 0x3f800000 | uVar13;
  uVar8 = uRam00007ff61a6eabec;
  uVar7 = uRam00007ff61a6eabe8;
  uVar6 = uRam00007ff61a6eabe4;
  uVar5 = _DAT_7ff61a6eabe0;
  uVar14 = uRam00007ff61a6eabe8 & 0x3f800000;
  uVar15 = uRam00007ff61a6eabec & 0x3f800000;
  uVar1 = ~_DAT_7ff619c0e430;
  uVar2 = ~uRam00007ff619c0e434;
  uVar3 = ~uRam00007ff619c0e438;
  uVar4 = ~uRam00007ff619c0e43c;
  *(undefined8 *)(param_1 + 0xd0) = uVar9;
  *(undefined8 *)(param_1 + 0xd8) = uVar10;
  *(uint *)(param_1 + 0xe0) = ~uVar5 & uVar1 & 0x3f800000 | uVar5 & 0x3f800000;
  *(uint *)(param_1 + 0xe4) = ~uVar6 & uVar2 & 0x3f800000 | uVar6 & 0x3f800000;
  *(uint *)(param_1 + 0xe8) = ~uVar7 & uVar3 & 0x3f800000 | uVar14;
  *(uint *)(param_1 + 0xec) = ~uVar8 & uVar4 & 0x3f800000 | uVar15;
  return *(int *)(lVar11 + 0x60) == -1;
}


============================================================
FUNCTION FUN_7ff618557240@7ff618557240 size=659

undefined8 FUN_7ff618557240(uint *param_1,undefined8 param_2,undefined4 *param_3)

{
  uint uVar1;
  undefined4 *puVar2;
  longlong *plVar3;
  uint *puVar4;
  undefined8 uVar5;
  int iVar6;
  longlong lVar7;
  longlong lVar8;
  longlong lVar9;
  int aiStackX_8 [2];
  undefined4 auStack_28 [2];
  undefined8 uStack_20;
  undefined4 uStack_18;
  undefined4 uStack_14;
  undefined4 uStack_10;
  undefined4 uStack_c;
  
  uVar1 = (int)*param_1 >> 0xd;
  lVar9 = (((ulonglong)uVar1 | 0xffc0000) >> 0x12 & (ulonglong)(uVar1 & 0xffff)) * 0x40 +
          *DAT_7ff61a4a9c70;
  lVar7 = (ulonglong)((*param_1 & 0x1fff) * *(int *)(lVar9 + 0x30)) + *(longlong *)(lVar9 + 8);
  lVar8 = (lVar7 - ((longlong)*(int *)(lVar9 + 0x34) & *(ulonglong *)(lVar7 + 8))) +
          *(longlong *)(param_1 + 2);
  auStack_28[0] = *param_3;
  uStack_20 = *(undefined8 *)(param_3 + 2);
  puVar2 = (undefined4 *)FUN_7ff618516340(auStack_28,*(undefined4 *)PTR_DAT_7ff61a010800);
  uVar1 = (int)*param_1 >> 0xd;
  lVar9 = (ulonglong)((uVar1 & 0xffff & (uVar1 >> 0x12 | 0x3ff)) << 6) + *DAT_7ff61a4a9c70;
  lVar7 = (ulonglong)((*param_1 & 0x1fff) * *(int *)(lVar9 + 0x30)) + *(longlong *)(lVar9 + 8);
  FUN_7ff6183c1eb0(&uStack_18,*puVar2,param_1,
                   *(undefined4 *)
                    ((lVar7 - ((longlong)*(int *)(lVar9 + 0x34) & *(ulonglong *)(lVar7 + 8))) + 4 +
                    *(longlong *)(param_1 + 2)));
  iVar6 = 0;
  lVar7 = 0;
  if (DAT_7ff61a001fe8 != 0) {
    plVar3 = (longlong *)FUN_7ff618393d40();
    lVar7 = *plVar3;
  }
  if (0 < *(int *)(lVar7 + 8)) {
    do {
      if (*(int *)(lVar7 + 0x14 + (longlong)iVar6 * 0x18) == *(int *)(lVar8 + 0x30)) {
        if (iVar6 != -1) {
          puVar2 = (undefined4 *)
                   (lVar7 + 0xc20 +
                   (longlong)
                   ((int)*(short *)(lVar8 + 0x36) + *(int *)(lVar7 + 0x10 + (longlong)iVar6 * 0x18))
                   * 0x28);
          *puVar2 = uStack_18;
          puVar2[1] = uStack_14;
          puVar2[2] = uStack_10;
          puVar2[3] = uStack_c;
        }
        break;
      }
      iVar6 = iVar6 + 1;
    } while (iVar6 < *(int *)(lVar7 + 8));
  }
  if (((param_1[0x26] - 1 < 0xfffffffe) && (param_1[0x28] != 0xffffffff)) ||
     ((param_1[0x20] - 1 < 0xfffffffe && (param_1[0x22] != 0xffffffff)))) {
    uVar1 = (int)*param_1 >> 0xd;
    lVar9 = (((ulonglong)uVar1 | 0xffc0000) >> 0x12 & (ulonglong)(uVar1 & 0xffff)) * 0x40 +
            *DAT_7ff61a4a9c70;
    lVar7 = (ulonglong)((*param_1 & 0x1fff) * *(int *)(lVar9 + 0x30)) + *(longlong *)(lVar9 + 8);
    lVar7 = FUN_7ff61855a1d0(*(longlong *)(param_1 + 2) + 0x30 +
                             (lVar7 - ((longlong)*(int *)(lVar9 + 0x34) & *(ulonglong *)(lVar7 + 8))
                             ));
    if (lVar7 != 0) {
      puVar4 = (uint *)func_0x7ff618547310(lVar7 + 0x28,aiStackX_8,lVar8 + 0x30,
                                           *(undefined4 *)(lVar8 + 0x48),
                                           *(undefined4 *)(lVar8 + 0x44));
      uVar1 = *puVar4;
      param_1[0x5c] = uVar1;
      if (uVar1 != 0xffffffff) {
        lVar9 = (((ulonglong)(uint)((int)uVar1 >> 0xd) | 0xffc0000) >> 0x12 &
                (ulonglong)((int)uVar1 >> 0xd & 0xffff)) * 0x40 + *DAT_7ff61a4a9c70;
        lVar7 = (ulonglong)((uVar1 & 0x1fff) * *(int *)(lVar9 + 0x30)) + *(longlong *)(lVar9 + 8);
        *(undefined4 *)
         ((lVar7 - ((longlong)*(int *)(lVar9 + 0x34) & *(ulonglong *)(lVar7 + 8))) + 0x68) =
             *(undefined4 *)(lVar8 + 0x38);
      }
    }
  }
  if (*(int *)(lVar8 + 0x40) != -0x7ee3623b) {
    aiStackX_8[0] = *(int *)(lVar8 + 0x40);
    uVar5 = FUN_7ff618570df0();
    FUN_7ff618571c70(uVar5,lVar8 + 0x30,aiStackX_8);
  }
  func_0x7ff618437ea0(param_1);
  return 1;
}


============================================================
FUNCTION FUN_7ff618b900e0@7ff618b900e0 size=468

undefined8 FUN_7ff618b900e0(uint *param_1,undefined8 param_2,undefined4 *param_3)

{
  undefined4 *puVar1;
  longlong lVar2;
  longlong lVar3;
  longlong lVar4;
  longlong *plVar5;
  uint uVar6;
  ulonglong uVar7;
  uint *puVar8;
  int iVar9;
  longlong lVar10;
  undefined4 auStack_28 [2];
  undefined8 uStack_20;
  undefined1 auStack_18 [16];
  
  auStack_28[0] = *param_3;
  uStack_20 = *(undefined8 *)(param_3 + 2);
  puVar1 = (undefined4 *)FUN_7ff618516340(auStack_28,*(undefined4 *)PTR_DAT_7ff61a010800);
  uVar6 = (int)*param_1 >> 0xd;
  lVar10 = (((ulonglong)uVar6 | 0xffc0000) >> 0x12 & (ulonglong)(uVar6 & 0xffff)) * 0x40 +
           *DAT_7ff61a4a9c70;
  lVar2 = (ulonglong)((*param_1 & 0x1fff) * *(int *)(lVar10 + 0x30)) + *(longlong *)(lVar10 + 8);
  FUN_7ff6183c1eb0(auStack_18,*puVar1,param_1,
                   *(undefined4 *)
                    ((*(longlong *)(param_1 + 2) -
                     ((longlong)*(int *)(lVar10 + 0x34) & *(ulonglong *)(lVar2 + 8))) + 4 + lVar2));
  iVar9 = 0;
  uVar6 = *param_1;
  lVar2 = *(longlong *)(param_1 + 2);
  lVar10 = *DAT_7ff61a4a9c70;
  uVar7 = (ulonglong)
          ((((uint)((int)uVar6 >> 0xd) >> 0x12 | 0x3ff) & (int)uVar6 >> 0xd & 0xffffU) << 6);
  lVar3 = (ulonglong)((uVar6 & 0x1fff) * *(int *)(uVar7 + 0x30 + lVar10)) +
          *(longlong *)(uVar7 + 8 + lVar10);
  lVar3 = lVar3 - ((longlong)*(int *)(uVar7 + 0x34 + lVar10) & *(ulonglong *)(lVar3 + 8));
  if (0 < *(int *)(lVar3 + 0x38 + lVar2)) {
    puVar8 = param_1 + 0x52;
    do {
      lVar4 = (((ulonglong)(uint)((int)uVar6 >> 0xd) | 0xffc0000) >> 0x12 &
              (ulonglong)((int)uVar6 >> 0xd & 0xffff)) * 0x40;
      lVar3 = (ulonglong)((uVar6 & 0x1fff) * *(int *)(lVar4 + 0x30 + lVar10)) +
              *(longlong *)(lVar4 + 8 + lVar10);
      plVar5 = (longlong *)
               (lVar2 + 0x40 +
               (lVar3 - ((longlong)*(int *)(lVar4 + 0x34 + lVar10) & *(ulonglong *)(lVar3 + 8))));
      lVar2 = *plVar5;
      puVar8[-2] = 0xffffffff;
      puVar8[-1] = 0xffffffff;
      uVar6 = FUN_7ff61842c930(*(undefined4 *)
                                ((longlong)plVar5 + (longlong)iVar9 * 0x30 + lVar2 + 0x2c));
      *puVar8 = uVar6;
      puVar8 = puVar8 + 3;
      iVar9 = iVar9 + 1;
      uVar6 = *param_1;
      lVar2 = *(longlong *)(param_1 + 2);
      lVar10 = *DAT_7ff61a4a9c70;
      uVar7 = (ulonglong)
              ((((uint)((int)uVar6 >> 0xd) >> 0x12 | 0x3ff) & (int)uVar6 >> 0xd & 0xffffU) << 6);
      lVar3 = (ulonglong)((uVar6 & 0x1fff) * *(int *)(uVar7 + 0x30 + lVar10)) +
              *(longlong *)(uVar7 + 8 + lVar10);
      lVar3 = lVar3 - ((longlong)*(int *)(uVar7 + 0x34 + lVar10) & *(ulonglong *)(lVar3 + 8));
    } while (iVar9 < *(int *)(lVar3 + 0x38 + lVar2));
  }
  return CONCAT71((int7)((ulonglong)lVar3 >> 8),1);
}


============================================================
FUNCTION FUN_7ff618b902c0@7ff618b902c0 size=41

undefined1 FUN_7ff618b902c0(longlong param_1)

{
  FUN_7ff618b8f3e0(param_1 + 0x180);
  FUN_7ff618b8f450(param_1 + 0x18c);
  return 1;
}


============================================================
FUNCTION FUN_7ff618557570@7ff618557570 size=294

undefined8 FUN_7ff618557570(uint *param_1)

{
  uint uVar1;
  int iVar2;
  longlong lVar3;
  longlong lVar4;
  ulonglong uVar5;
  undefined8 *puVar6;
  ulonglong uVar7;
  uint uVar8;
  longlong lVar9;
  longlong lVar10;
  undefined1 auStackX_8 [8];
  
  uVar1 = *param_1;
  lVar3 = *(longlong *)(param_1 + 2);
  uVar8 = (int)uVar1 >> 0xd;
  lVar4 = *DAT_7ff61a4a9c70;
  lVar10 = (((ulonglong)uVar8 | 0xffc0000) >> 0x12 & (ulonglong)(uVar8 & 0xffff)) * 0x40;
  iVar2 = *(int *)(lVar10 + 0x34 + lVar4);
  lVar9 = (ulonglong)((uVar1 & 0x1fff) * *(int *)(lVar10 + 0x30 + lVar4)) +
          *(longlong *)(lVar10 + 8 + lVar4);
  uVar5 = *(ulonglong *)(lVar9 + 8);
  uVar7 = (ulonglong)(((uVar8 >> 0x12 | 0x3ff) & uVar8 & 0xffff) << 6);
  lVar10 = (ulonglong)((uVar1 & 0x1fff) * *(int *)(uVar7 + 0x30 + lVar4)) +
           *(longlong *)(uVar7 + 8 + lVar4);
  FUN_7ff618b225a0(param_1 + 0x91,
                   *(undefined4 *)
                    (lVar3 + 0xa8 +
                    (lVar10 - ((longlong)*(int *)(uVar7 + 0x34 + lVar4) & *(ulonglong *)(lVar10 + 8)
                              ))));
  FUN_7ff618b08d50(param_1 + 0xbc,lVar3 + 0x30 + (lVar9 - ((longlong)iVar2 & uVar5)));
  puVar6 = (undefined8 *)FUN_7ff61842c970(auStackX_8);
  *(undefined8 *)(param_1 + 0x18a) = *puVar6;
  param_1[0x18c] = 0xffffffff;
  param_1[0x18d] = 0xffffffff;
  param_1[0x19c] = 0;
  param_1[0x19d] = 0;
  param_1[0x19e] = 0;
  param_1[0x19f] = 0;
  param_1[0x1a0] = 0;
  param_1[0x1a1] = 0;
  param_1[0x1a2] = 0;
  param_1[0x1a3] = 0;
  param_1[0x182] = 0xffffffff;
  param_1[0x183] = 0xffffffff;
  param_1[0x186] = 0xffffffff;
  param_1[0x187] = 0xffffffff;
  return 1;
}


============================================================
FUNCTION FUN_7ff618b902f0@7ff618b902f0 size=69

undefined1 FUN_7ff618b902f0(longlong param_1)

{
  undefined8 *puVar1;
  undefined1 auStackX_8 [8];
  
  FUN_7ff618b8f4c0(param_1 + 0x188);
  puVar1 = (undefined8 *)FUN_7ff6185fc5a0(auStackX_8);
  *(undefined8 *)(param_1 + 400) = *puVar1;
  *(undefined8 *)(param_1 + 0x180) = 0xffffffffffffffff;
  return 1;
}


============================================================
FUNCTION FUN_7ff618ae7800@7ff618ae7800 size=444

undefined8 FUN_7ff618ae7800(longlong param_1)

{
  uint *puVar1;
  undefined8 *puVar2;
  uint uVar3;
  float fVar4;
  undefined8 uStackX_8;
  undefined1 auStackX_20 [8];
  undefined1 auStack_28 [32];
  
  fVar4 = (float)FUN_7ff6183cfc40(&DAT_7ff61a833df8);
  fVar4 = fVar4 - DAT_7ff619c51350;
  puVar1 = (uint *)FUN_7ff61851b120();
  uVar3 = *puVar1 * 0x19660d + 0x3c6ef35f;
  *puVar1 = uVar3;
  FUN_7ff6183cf080(auStackX_20,(float)(uVar3 >> 0x10) * DAT_7ff619c3e9b0 * fVar4 + 0.0);
  puVar2 = (undefined8 *)FUN_7ff61842c970(auStack_28);
  uStackX_8 = *puVar2;
  FUN_7ff6183cf310(&uStackX_8,auStackX_20);
